00049b23-2685-4859-a97a-ea822fc33a3a,46.0,东1750558
0006b0e1-2ea9-4a24-9740-214bb15d50a4,75.0,北1722715
00070cac-4bdd-40c0-88b3-eed0127537fa,56.0,东1750594
000d60f2-9e76-48d7-aeec-df9c00f62c66,79.0,北1723318
000dc738-98d5-4198-9d4a-b0bc65b8a4de,55.0,北1730221
000f04c3-6761-4a48-bb8e-e23b1d49c797,60.0,北1710105
000f8e8f-913b-44ca-beb8-f2475b00f9d7,49.0,东1750103
001d3b41-98be-42c3-80fa-6f5a54695a25,48.0,北1721848
0021e38a-2cd2-4841-8aac-6a4f9ff46f81,53.0,南1733313
00333f6d-4d6d-432c-b451-13079fc6da2f,70.0,北1722712
00336b30-0eed-4333-be4d-610d3925be4c,71.0,北1725080
003d1717-116b-45b2-afd3-6e5ebd3cd540,67.0,南1740435
003de501-9cd9-480b-aaef-76a5e91e0545,69.0,北1722624
003ec4ce-398f-433c-b61f-3930bf43bf32,40.0,南1731797
004f4dfc-c57e-4204-99c7-0ef6745bb516,52.0,东1751964
005a521d-9ec7-4c39-8271-ecb6dc6a313e,43.0,东1752224
00735834-73a0-44c7-a311-9e84722302f6,70.0,北1724896
008bf119-9436-4e26-b73f-d8d199add241,60.0,北1720610
00a2bf00-0cdf-4992-8dc1-6c5436d9f585,80.0,北1724903
00a9de7d-f7fa-4ca7-b247-03c43cb7aab1,73.0,北1723956
00ad2bb8-7578-445c-be24-38d17db10e95,76.0,北1723291
00ae51ca-b195-4774-86d3-2324723db1b4,78.0,北1724199
00b037ff-041a-4fcb-b103-0d5fea57bc8f,69.0,南1732257
00b8cc3c-4bce-4c92-ae59-19f836d89965,49.0,东1750809
00cd5164-be65-4090-931e-8448dfbee2b2,56.0,北1724859
00d279b1-29b7-4e5c-9821-f14604ed7de1,56.0,东1750296
00d85374-591a-45ca-8dc6-51288e7e5afc,61.0,北1720177
00f592ed-2abf-4fe2-acb3-691f2b8cd9ef,54.0,南1730045
00f65b5b-eaac-494a-a8a2-f1c124d8e546,70.0,北1721844
00f7ee19-af68-4812-951c-b122022b1562,66.0,北1740018
00f8096e-b70f-4a7d-b35a-1468a20df1aa,72.0,北1721965
0103ee10-584d-4bb5-859f-32821cd6aed6,82.0,北1723430
010c9b05-7818-41f6-8c6b-3ee91bff5912,70.0,北1720863
010eb153-bb49-4d1e-a656-e7a92298d3bd,69.0,北1720582
012a800e-5a8d-4afe-a8a9-aef79f7e2b98,61.0,北1722392
0135ee7e-7795-473c-921b-d4a3b9b30630,63.0,北1721845
014ebb11-9a84-470b-a3bd-7738c9345d05,70.0,北1720110
01581510-f49e-4e88-9d37-7d9c4a04c674,63.0,东1750591
015b97f0-020e-48e9-b61e-111150a3e663,75.0,北1721050
016a7e89-848d-4485-8422-c0e8af000491,64.0,北1730601
016be05c-45eb-4074-9acc-1af2f62924c2,57.0,东1751955
0170d97a-73bf-49f4-aa51-53a3a516a729,75.0,北1721231
0173cb5e-0626-47fd-b9cc-5dfccfb563b3,83.0,北1720403
017792fd-1506-4a36-a8ba-ba5ee76be0a8,53.0,南1732663
017846d2-23a6-4437-ba4a-016f35870797,56.0,东1752146
01795e8e-89af-46f7-a7fe-267cfdd54153,48.0,北1710199
017fbbd3-0aa7-43d4-ad0b-c5ed1bee66c9,67.0,南1731095
0188a7dc-c615-4ba2-8dc2-6a168db87d0c,50.0,北1721463
0193abb7-3655-4d58-bd23-f26cc8b96cd5,54.0,北1722449
01955016-bac0-4969-a787-b283fd4559c2,60.0,南1730076
019b271f-e164-476d-bbe3-c276ba1e3d02,68.0,北1720977
019ca0e3-90da-4b7e-8f29-48614c3939eb,63.0,北1732951
01a092b7-533f-4458-b31a-0d6704643522,75.0,北1720086
01a36c0e-625b-4a2a-9ee3-036f65b8a421,76.0,北1720370
01c14edc-0bf4-4c2b-8f27-433e710224e4,53.0,南1732544
01c5236a-37df-4342-af9f-8ffbe611cdd3,81.0,东1751053
01e33d1d-c8d2-4502-ac82-78ab0f929b99,45.0,北1724143
01e5090d-42cc-40e2-8d66-f63458b89c6b,61.0,北1724053
01e69359-51ed-419e-83cb-8fa0bfc8d513,84.0,北1720957
01eb6a2b-b37c-41d7-90f8-4208fedf1782,69.0,北1721526
01ee704c-97ad-492e-97a0-765fe90b378d,73.0,南1730114
01f245a3-6a2b-4a60-b985-84fa248f1ed4,62.0,南1732393
0206da66-6d64-4b43-bdce-8dbe2bd1825f,47.0,东1750264
020b1144-9fe4-4288-9673-917533b46286,73.0,南1731712
020d800f-cb6d-46e3-9e22-3fa39911278d,60.0,南1731706
0215944d-ab9a-4887-9143-629625725fd7,55.0,东1750510
023e3359-dfe5-46a5-ab5e-41de90585802,75.0,北1720514
02452a8b-6c00-4a2e-8b18-e8b4f3891454,69.0,南1730438
0259dbc5-5663-4081-a8ca-ec7d3b4311a9,64.0,北1722045
0263b447-d205-4474-980b-ece99de14ccb,58.0,东1750464
02827fb7-a28f-47ee-aa8f-a239036be397,59.0,南1732215
028c8576-1d87-4b19-803b-8fb1f80411f5,56.0,北1723298
02901f62-a13c-49d8-8f06-501ddb840982,76.0,北1725218
0291e21f-b438-419b-9b55-8adcaa170405,76.0,北1722542
029f2f8f-f861-4a09-b954-5e81c3c80b10,62.0,北1720756
02a755aa-f96d-4523-a011-f0dbc55c1188,62.0,东1751654
02ac8c85-ac59-485e-b26b-dfce3dcec52a,64.0,北1710213
02aeae31-45fb-4fa3-8c75-098a20f240b4,60.0,东1751012
02b108a3-931a-4b9f-ad6e-9351354b2a7c,64.0,南1730906
02b73691-7954-4e8c-aecf-71e657837264,76.0,北1723770
02be0c18-1a54-48ac-9b73-ce1dca4abba6,72.0,北1722452
02c4b62a-e77e-4a7e-b3fc-608cc312d2e4,58.0,南1732604
02cdaf86-ed89-438d-bb89-60833bd37c18,46.0,南1740959
02da3c6a-2a28-4194-b3f3-f97c3605ed62,65.0,北1722643
02e2a19e-dee6-42d5-992e-17649720875c,69.0,南1731291
02e766d2-eb2d-4804-9f59-4b459d060926,49.0,南1732608
02ffb9de-6d88-414d-a0c5-f30c5e0309c0,57.0,北1732671
0301800b-99b6-4bc5-97e5-4882fa6e1a81,59.0,北1725183
030db0f5-8cf7-4642-b0c7-640faa961111,67.0,东1750768
03200fc1-6532-48db-97b5-d6954666fd36,66.0,东1751489
03270aba-a425-4e94-9d5c-2c607af983bb,75.0,南1730194
032b62f4-469f-4208-82d8-97fac5feb046,62.0,北1721093
03404096-15a0-407c-be77-0f2244691fe1,62.0,南1733243
034d24e8-b356-4195-a39c-de89e016e6a4,53.0,东1750325
035dc813-9606-4d46-81c2-902c9975f1ab,62.0,北1724940
0362f1b7-5cb5-4cd5-a6b8-21a71b86d922,76.0,北1721588
03684c83-165e-48c8-9917-086f12f3ae9f,77.0,东1750017
0372b4f3-0b6b-466c-8016-262e193ea969,72.0,北1720471
03811347-d88f-4b9b-913b-5b9bb1c16d8b,59.0,北1723175
03878f38-a9ee-455a-8808-96620e81eb21,65.0,南1732153
038b5784-7a3e-4377-9d8b-a6f481382f7d,64.0,北1733346
03932472-533d-4cc8-a746-b3a5e7859b63,70.0,北1720359
03a11ae7-3a9b-42f0-9de2-9c3ee4770091,72.0,南1732326
03a7ceaf-6237-4d1f-9b22-82a4b6e55215,80.0,北1723445
03b1c58a-c777-413a-ab48-67cd3cd7d6e1,51.0,北1724541
03c0d496-8984-4a5c-ba03-99527e2551ff,67.0,南1730995
03c0f4f9-a181-472d-b7da-4e3f2addecfa,76.0,北1721972
03c2ab02-08a0-4353-906b-eea1add47541,76.0,北1722603
03c5898f-1400-4594-a769-2a5fde3d9b91,52.0,南1731304
03db6c55-247e-4832-9c11-67dffb64dc26,52.0,北1722696
03dcfa3f-dda2-40ec-bff3-62450b9b4b8a,74.0,北1720181
03f23e56-5791-404e-84cb-1e447598719f,65.0,北1721090
03fa67cd-6eff-40d5-bb0e-09527902c55e,51.0,北1730561
0410e366-ff44-4e36-be2d-7fc920a869b4,45.0,东1750171
04136c36-f2c9-4c02-b527-5d11621af598,66.0,北1710415
0425f8a1-a07d-4707-9c48-3c55df908875,68.0,北1720814
0429ed33-73e4-4636-9aa7-8f5462d0fb8b,56.0,北1724446
042db270-2b4b-483c-9548-df55c254c4a8,60.0,北1710451
0431d4e0-13ea-48d0-a9bf-6e8a3cc7e8fd,70.0,南1732646
043419e2-26da-4600-b21d-099576df248a,69.0,北1724454
0435e33f-54d6-4580-999f-c31deb4ea765,54.0,南1740308
0438ec61-183b-40b8-8bbf-95f6d4fb90a9,67.0,北1720866
043f02bd-ff77-425e-a5f8-bc780fa23643,64.0,东1752008
044c87c3-bc67-4c8d-89a7-12ba82e679cc,50.0,东1750292
04561a99-78b3-4037-bc93-48f93af9cea6,78.0,北1733106
045e0b77-488e-457d-8f04-508e9176b31a,67.0,北1721291
04693f1c-92d5-4cae-8a76-f14cf1dec2b9,56.0,南1730750
04761776-e859-4c86-a1e9-dc5e20da3ff8,64.0,南1733000
048190ea-76b5-4778-bf6a-2f84feaf8d14,64.0,东1750346
04862de7-68b0-4c87-b19a-656677ee4b01,82.0,北1723921
048ad1ae-aea6-43b3-9d5c-800c0097f0a0,53.0,南1740577
048d5a10-11fe-4eba-b112-04d1ca54701d,55.0,南1730460
04b5f303-c38d-4c50-8423-54967ffe123f,45.0,东1751641
04bd52be-fb63-43f5-a538-71b0908ddaba,66.0,南1730433
04be0d88-470b-4f57-9644-7860b8c733b4,68.0,北1733090
04db809c-f2cf-4c6d-9049-8376937ccd70,49.0,东1751710
04ec6469-2787-4716-98e8-82c63e691b43,80.0,北1710168
04eda751-fd17-4d3b-b9cd-cc8f4a7a666f,44.0,东1751077
04ffa8e3-77bb-487e-999a-cda67eee4e01,60.0,南1731400
05014d10-c868-4d15-a622-f99b229ce7ce,56.0,北1722968
0511bf9b-728b-405e-8cf4-40d31db50500,42.0,北1720051
0521f2a9-f79d-47ed-9838-3e56afa23644,62.0,北1722970
0538336e-c862-46f9-a632-ce6cec6d98c0,53.0,南1732024
05420c7e-417a-4e37-9771-8a13edb2fec7,63.0,东1750701
054354f3-6988-437e-9f53-47d4d14641bc,73.0,北1720963
054cb1ed-0ee5-4714-88b7-df5f6842abf7,68.0,南1730306
05554f5e-d498-4908-9801-72fb19205350,71.0,北1724372
057103e7-f042-4407-80a0-6b98fa0caa10,74.0,北1740273
0573b816-4300-45d4-94d7-ba283d6f3028,46.0,东1751839
05849ecf-3d90-456f-810c-d834b511aa19,70.0,北1724866
05866126-97ae-48fe-98ee-9c4467b69dfe,58.0,南1731742
05af4868-727f-49b8-bd10-4634ee9f534c,49.0,东1750979
05b1fd97-a584-4059-9b30-10453c2be811,68.0,东1750996
05b422f9-c5d3-4bef-998b-522093ba0d02,30.0,北1740580
05b7f037-4a44-4a26-879f-7c19520f3a7d,53.0,北1740218
05bad271-6b25-4f0d-8a81-63410b6503f6,46.0,北1722500
05bfd412-7697-4d7b-b782-ada5b7b8c72a,67.0,北1710418
05cccd2a-68a1-41ce-b630-189613b567cf,69.0,南1730127
05d02754-c13e-4d70-99ab-7ce9b518ea3f,42.0,北1710164
05d32159-1c97-4d62-8690-c26e593ad170,56.0,南1740240
05d8f45e-2acb-4484-a217-efd5f6ce8434,67.0,北1724478
05efc424-a83d-4e6b-93ef-873256df24bf,60.0,东1750077
05f20ad8-f5cc-4bf2-b8c8-5469c9db9920,60.0,南1730282
05f323a6-582f-4fba-843a-2a705026a4fc,68.0,北1720931
0603a565-7523-4341-a111-9625ca113b42,46.0,北1721431
0605206c-4e3a-4b0f-aecd-409c999abfc0,65.0,北1723057
061df496-3bd4-43a8-99d4-8dadf0041fb0,38.0,南1733107
062038c6-1ddb-409c-a8b1-286cb7c81609,72.0,北1721517
0634ca38-1321-4756-8569-6786ed5615e3,60.0,北1722739
063e652b-414a-4ae5-9878-2434dc03565e,77.0,北1720340
0649b342-c78d-4f33-92cf-76a5d363b452,58.0,南1731332
064fcd89-b397-418b-b09c-6bf8d2d9f8fd,53.0,东1750266
06577f15-4b60-4146-b78e-4e30d3005a5e,74.0,北1723405
0659932d-025e-4d44-b748-fe343b069e07,43.0,南1730641
06626590-53f4-4d5a-a1d1-ee39fbafbb6a,56.0,北1724277
066d8472-3982-4712-8184-d290ee3ee505,66.0,北1722906
06765c05-b42a-4872-9ec5-557c32cff27f,52.0,南1732905
068146ef-d9cf-4939-9298-739e73bcee74,53.0,东1751320
0692ea25-b56f-4e2c-945c-924f69fd69c1,63.0,北1720319
069388ec-3e2c-48b7-b201-1e5b269c6fb8,63.0,北1721439
069a5525-61ad-4d8e-9499-1dba1ddbe529,47.0,北1720832
069c9d36-271b-4143-bcea-1487568e320e,78.0,北1722602
06c0871e-bc9b-4537-9fb4-2c9e1f415964,57.0,东1750502
06c180b8-4dc8-4145-b26a-7c6237aaf252,51.0,东1750815
06c2734d-185e-47ec-b1d0-508f0ea2f43c,43.0,北1721508
06c714b8-c781-4cd8-af41-c1c6f51f3a78,57.0,北1730957
06e8959a-1f76-4830-9b0a-d323c4c51605,60.0,北1740788
07130f8e-33b3-4fd5-8d76-0d4cb10c768d,77.0,东1752349
0719f55c-21c0-4af6-b2cf-2539484b9d0f,72.0,北1724736
07321f00-a1c0-4b55-b540-c4e78be6f611,53.0,南1730405
07371275-f464-41ed-a1a6-fc8e94ce35d2,73.0,北1721383
073e9881-3fa4-4889-af02-274a980d7bdc,72.0,北1722116
07421bc7-adc9-4fb6-99b3-61f92456c5c9,73.0,北1720897
07432c8f-2c9d-44e0-82b1-0901599ad329,41.0,南1740323
07597d42-7cdb-4e11-96a7-ddbfd86a36c2,48.0,北1722753
076dc342-2fdf-4d13-97db-41bd9a073982,66.0,南1731002
077061a3-af19-4a2e-a5d2-2e1430253d54,49.0,东1751466
